Seller,offerType,Price,vehicleType,Registration_Year,gearbox,HorsePower,kilometer,fuelType,NotRepairedDamaged,RiskLevel
Private,Customer Offer,1200,Unknown,2018,Manual,50,150000,Unknown,No,Low
Private,Customer Offer,2999,Compact Car,2009,Manual,67,125000,Gasoline,No,Medium
Private,Customer Offer,1000,Compact Car,1997,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,6400,Station Wagon,2009,Manual,105,125000,Diesel,No,Medium
Private,Customer Offer,12300,Convertible,2004,Automatic,163,100000,Gasoline,No,Medium
Private,Customer Offer,6400,SUV,2004,Manual,122,150000,Diesel,No,Medium
Private,Customer Offer,950,Compact Car,2000,Manual,950,150000,Gasoline,No,High
Private,Customer Offer,1100,Station Wagon,1998,Manual,90,150000,Diesel,Yes,High
Private,Customer Offer,800,Station Wagon,1999,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,22150,SUV,2013,Automatic,158,40000,Gasoline,No,Low
Private,Customer Offer,3200,Bus,2011,Manual,75,150000,Diesel,Yes,Low
Private,Customer Offer,6900,Compact Car,2009,Manual,86,70000,Gasoline,No,Medium
Private,Customer Offer,2399,Limousine,2004,Manual,105,150000,Gasoline,Yes,Medium
Private,Customer Offer,1440,Station Wagon,1998,Automatic,136,150000,Gasoline,No,High
Private,Customer Offer,1111,Compact Car,2003,Manual,41,150000,Diesel,No,Medium
Private,Customer Offer,999,Unknown,2005,Manual,107,150000,Gasoline,Unknown,Medium
Private,Customer Offer,5500,Bus,2003,Manual,82,150000,Diesel,No,Medium
Private,Customer Offer,3999,Unknown,2017,Manual,68,60000,Gasoline,No,Low
Private,Customer Offer,10989,Limousine,2010,Manual,241,125000,Gasoline,No,Medium
Private,Customer Offer,12499,Convertible,2011,Manual,122,125000,Gasoline,No,Low
Private,Customer Offer,1499,Compact Car,2000,Manual,60,100000,Gasoline,No,High
Private,Customer Offer,800,Station Wagon,1999,Manual,131,150000,LPG,No,High
Private,Customer Offer,3650,SUV,1988,Manual,103,150000,LPG,No,High
Private,Customer Offer,10900,Coupe,2005,Automatic,272,150000,Gasoline,No,Medium
Private,Customer Offer,3400,Limousine,2005,Manual,145,150000,Gasoline,No,Medium
Private,Customer Offer,13900,Coupe,2010,Manual,170,100000,Diesel,No,Medium
Private,Customer Offer,3999,Bus,2007,Manual,90,125000,Diesel,No,Medium
Private,Customer Offer,799,Convertible,1987,Manual,95,150000,Gasoline,No,High
Private,Customer Offer,3999,Limousine,2003,Automatic,131,150000,Gasoline,No,Medium
Private,Customer Offer,20000,Coupe,2009,Automatic,204,60000,Diesel,No,Medium
Private,Customer Offer,2400,Limousine,2001,Manual,120,125000,Gasoline,No,Medium
Private,Customer Offer,8700,Compact Car,2012,Manual,86,60000,Gasoline,No,Low
Private,Customer Offer,7500,Limousine,2009,Manual,80,60000,Gasoline,No,Medium
Private,Customer Offer,5590,Compact Car,2009,Automatic,71,40000,Gasoline,No,Medium
Private,Customer Offer,5750,Convertible,2005,Manual,116,125000,Gasoline,No,Medium
Private,Customer Offer,1250,Compact Car,2003,Manual,80,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2980,Compact Car,2004,Manual,54,125000,Gasoline,No,Medium
Private,Customer Offer,16499,Station Wagon,2013,Manual,165,50000,Diesel,No,Low
Private,Customer Offer,3500,Limousine,2001,Manual,105,125000,Gasoline,No,Medium
Private,Customer Offer,1500,Compact Car,2002,Manual,75,125000,Gasoline,Unknown,Medium
Private,Customer Offer,5599,Limousine,2002,Automatic,177,150000,Diesel,No,Medium
Private,Customer Offer,1300,Limousine,2000,Automatic,254,150000,Gasoline,Unknown,High
Private,Customer Offer,1100,Compact Car,2001,Manual,58,150000,Gasoline,No,Medium
Private,Customer Offer,9999,Station Wagon,2002,Manual,450,60000,Unknown,No,Medium
Private,Customer Offer,4500,Compact Car,2002,Manual,131,150000,Diesel,No,Medium
Private,Customer Offer,4500,Coupe,2009,Manual,85,125000,Gasoline,Unknown,Medium
Private,Customer Offer,1500,Compact Car,2004,Manual,55,150000,Gasoline,Unknown,Medium
Private,Customer Offer,26800,Coupe,2013,Automatic,170,60000,Diesel,No,Low
Private,Customer Offer,4850,Limousine,2001,Manual,116,100000,Diesel,No,Medium
Private,Customer Offer,3700,Compact Car,2007,Manual,77,80000,Gasoline,No,Medium
Private,Customer Offer,550,Compact Car,2001,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,2790,Limousine,2004,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,600,Limousine,2002,Manual,107,150000,Gasoline,No,Medium
Private,Customer Offer,20900,Limousine,2011,Manual,204,150000,Diesel,No,Low
Private,Customer Offer,2500,Limousine,1999,Manual,90,150000,Diesel,No,High
Private,Customer Offer,6499,Limousine,2008,Manual,92,125000,Gasoline,Yes,Medium
Private,Customer Offer,22980,Limousine,2014,Automatic,116,20000,Diesel,No,Low
Private,Customer Offer,2500,Coupe,2001,Manual,150,150000,Gasoline,No,Medium
Private,Customer Offer,1299,Limousine,2001,Manual,125,150000,Gasoline,No,Medium
Private,Customer Offer,4500,Limousine,1986,Manual,116,150000,Gasoline,No,High
Private,Customer Offer,1650,Compact Car,2000,Manual,50,125000,Gasoline,No,High
Private,Customer Offer,3500,Convertible,2003,Manual,125,150000,Gasoline,No,Medium
Private,Customer Offer,2799,Limousine,2004,Manual,140,150000,Diesel,Yes,Medium
Private,Customer Offer,4500,Limousine,2002,Automatic,197,150000,Diesel,No,Medium
Private,Customer Offer,9500,Station Wagon,2007,Automatic,177,150000,Diesel,No,Medium
Private,Customer Offer,3990,Compact Car,2009,Automatic,60,90000,Gasoline,No,Medium
Private,Customer Offer,1950,Compact Car,2003,Manual,105,150000,Gasoline,Yes,Medium
Private,Customer Offer,7490,Convertible,2009,Manual,120,50000,Gasoline,No,Medium
Private,Customer Offer,3300,Compact Car,2006,Manual,54,125000,Gasoline,No,Medium
Private,Customer Offer,5550,Convertible,2003,Manual,75,150000,Gasoline,Unknown,Medium
Private,Customer Offer,3800,Coupe,1991,Manual,174,5000,Unknown,No,High
Private,Customer Offer,3000,Station Wagon,2003,Manual,163,150000,Diesel,No,Medium
Private,Customer Offer,750,Compact Car,2001,Manual,50,150000,Gasoline,Yes,Medium
Private,Customer Offer,7299,Limousine,2003,Automatic,184,150000,Diesel,No,Medium
Private,Customer Offer,2300,Limousine,2004,Manual,105,150000,Gasoline,No,Medium
Private,Customer Offer,2650,Station Wagon,2000,Manual,116,150000,Diesel,No,High
Private,Customer Offer,18999,Compact Car,2013,Manual,150,60000,Diesel,No,Low
Private,Customer Offer,1499,Limousine,1993,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,7950,Limousine,2000,Automatic,224,125000,Gasoline,No,High
Private,Customer Offer,999,Station Wagon,2005,Manual,139,150000,Diesel,No,Medium
Private,Customer Offer,750,Compact Car,1996,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,7500,Limousine,2005,Automatic,179,150000,Diesel,Yes,Medium
Private,Customer Offer,4050,Compact Car,2004,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,16800,Convertible,2010,Manual,174,60000,Gasoline,No,Medium
Private,Customer Offer,1600,Limousine,1996,Manual,193,150000,Gasoline,Yes,High
Private,Customer Offer,750,Limousine,1989,Automatic,188,150000,Gasoline,Yes,High
Private,Customer Offer,4444,Station Wagon,1999,Automatic,340,150000,Gasoline,No,High
Private,Customer Offer,4200,Limousine,2002,Manual,143,150000,LPG,No,Medium
Private,Customer Offer,1200,Unknown,2000,Automatic,193,150000,Gasoline,Unknown,High
Private,Customer Offer,1499,Coupe,1993,Manual,125,150000,Gasoline,No,High
Private,Customer Offer,28500,Convertible,2012,Automatic,204,40000,Gasoline,No,Low
Private,Customer Offer,5800,Limousine,2007,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,5100,Station Wagon,2007,Manual,131,150000,Diesel,Unknown,Medium
Private,Customer Offer,3100,Station Wagon,2007,Manual,80,150000,Diesel,Unknown,Medium
Private,Customer Offer,1600,Limousine,2001,Manual,90,150000,Diesel,No,Medium
Private,Customer Offer,550,Limousine,1998,Manual,116,150000,Gasoline,No,High
Private,Customer Offer,17300,Compact Car,2013,Manual,184,40000,Gasoline,No,Low
Private,Customer Offer,1999,Compact Car,2002,Manual,54,150000,Gasoline,No,Medium
Private,Customer Offer,7950,Station Wagon,2005,Manual,140,150000,Unknown,Unknown,Medium
Private,Customer Offer,1250,Station Wagon,1996,Automatic,150,150000,Unknown,No,High
Private,Customer Offer,5900,Convertible,2007,Manual,109,50000,Diesel,No,Medium
Private,Customer Offer,6900,Limousine,2007,Manual,105,125000,Diesel,No,Medium
Private,Customer Offer,2350,Limousine,2004,Manual,116,125000,Unknown,No,Medium
Private,Customer Offer,11500,Limousine,2007,Manual,200,150000,Gasoline,No,Medium
Private,Customer Offer,8000,Station Wagon,2002,Automatic,179,150000,Diesel,No,Medium
Private,Customer Offer,1190,Compact Car,2004,Manual,58,125000,Gasoline,No,Medium
Private,Customer Offer,6900,Station Wagon,2007,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,7300,Convertible,1976,Manual,95,60000,Gasoline,No,High
Private,Customer Offer,1200,Unknown,2017,Manual,60,150000,Unknown,No,Low
Private,Customer Offer,3500,Bus,2008,Manual,109,150000,CNG,No,Medium
Private,Customer Offer,500,Compact Car,1999,Manual,54,100000,Gasoline,No,High
Private,Customer Offer,3000,Compact Car,2006,Manual,60,60000,Gasoline,No,Medium
Private,Customer Offer,13800,Limousine,2010,Automatic,177,125000,Diesel,No,Medium
Private,Customer Offer,1500,Station Wagon,1998,Manual,116,150000,Gasoline,No,High
Private,Customer Offer,2750,Station Wagon,2001,Manual,131,150000,Diesel,Unknown,Medium
Private,Customer Offer,1450,Limousine,2001,Manual,55,150000,Gasoline,No,Medium
Private,Customer Offer,6600,Bus,2011,Manual,90,150000,Diesel,No,Low
Private,Customer Offer,32900,Bus,2015,Automatic,170,5000,Gasoline,No,Low
Private,Customer Offer,2899,Station Wagon,2006,Manual,101,150000,Gasoline,No,Medium
Private,Customer Offer,2500,Station Wagon,1993,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,3500,Bus,2006,Manual,80,150000,Diesel,No,Medium
Private,Customer Offer,2900,Bus,2000,Manual,109,150000,Diesel,No,High
Private,Customer Offer,5990,Station Wagon,2009,Manual,70,20000,Gasoline,No,Medium
Private,Customer Offer,1900,Limousine,1998,Manual,150,150000,Gasoline,Yes,High
Private,Customer Offer,12200,Limousine,2009,Manual,143,90000,Gasoline,No,Medium
Private,Customer Offer,4500,Compact Car,2009,Manual,80,150000,Gasoline,No,Medium
Private,Customer Offer,2800,Bus,2004,Manual,128,150000,Diesel,No,Medium
Private,Customer Offer,3999,Convertible,1995,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,3990,Compact Car,2008,Manual,68,125000,Gasoline,No,Medium
Private,Customer Offer,500,Limousine,1998,Manual,90,150000,Diesel,Yes,High
Private,Customer Offer,1300,Limousine,2003,Manual,111,150000,Diesel,No,Medium
Private,Customer Offer,2500,Compact Car,2007,Manual,61,90000,Gasoline,No,Medium
Private,Customer Offer,12900,Bus,2012,Automatic,140,100000,Diesel,No,Low
Private,Customer Offer,1650,Limousine,1998,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,1999,Compact Car,2001,Manual,60,150000,Gasoline,No,Medium
Private,Customer Offer,1990,Limousine,1999,Manual,75,125000,Gasoline,No,High
Private,Customer Offer,10400,Convertible,2003,Automatic,163,100000,Gasoline,No,Medium
Private,Customer Offer,2300,Limousine,2003,Manual,120,150000,Diesel,No,Medium
Private,Customer Offer,599,Compact Car,1999,Manual,60,70000,Gasoline,No,High
Private,Customer Offer,1549,Unknown,2016,Manual,58,150000,Gasoline,Unknown,Low
Private,Customer Offer,600,Station Wagon,2004,Manual,115,150000,CNG,Yes,Medium
Private,Customer Offer,999,Convertible,1999,Manual,131,150000,Gasoline,No,High
Private,Customer Offer,23500,Limousine,2014,Manual,150,20000,Diesel,No,Low
Private,Customer Offer,6950,Limousine,2003,Automatic,163,125000,Gasoline,Unknown,Medium
Private,Customer Offer,1499,Compact Car,2002,Manual,83,150000,Gasoline,No,Medium
Private,Customer Offer,900,Compact Car,1997,Manual,61,150000,Gasoline,No,High
Private,Customer Offer,699,Limousine,1998,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,1700,Station Wagon,2004,Automatic,101,150000,Gasoline,Yes,Medium
Private,Customer Offer,7777,Station Wagon,2008,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,1550,Bus,1999,Manual,110,150000,Diesel,No,High
Private,Customer Offer,7950,Station Wagon,2006,Automatic,232,150000,Diesel,No,Medium
Private,Customer Offer,44499,Bus,2015,Automatic,170,20000,Diesel,Unknown,Low
Private,Customer Offer,1750,Bus,2006,Manual,84,150000,Diesel,No,Medium
Private,Customer Offer,10500,Compact Car,2014,Manual,86,20000,Gasoline,Unknown,Low
Private,Customer Offer,8000,SUV,1996,Automatic,208,50000,Gasoline,No,High
Private,Customer Offer,1799,Compact Car,1999,Automatic,90,80000,Gasoline,No,High
Private,Customer Offer,4500,Compact Car,2005,Manual,96,150000,LPG,No,Medium
Private,Customer Offer,3200,Unknown,2017,Manual,163,150000,Unknown,No,Low
Private,Customer Offer,9450,SUV,2011,Manual,117,90000,Gasoline,No,Low
Private,Customer Offer,2199,Compact Car,2004,Manual,58,90000,Unknown,No,Medium
Private,Customer Offer,15900,Bus,2014,Manual,140,80000,Diesel,Yes,Low
Private,Customer Offer,8999,Other,2009,Manual,130,150000,Diesel,No,Medium
Private,Customer Offer,3000,Convertible,2001,Manual,109,150000,Gasoline,No,Medium
Private,Customer Offer,1480,Limousine,1999,Manual,116,150000,Gasoline,Unknown,High
Private,Customer Offer,1100,Limousine,2002,Manual,125,150000,Diesel,No,Medium
Private,Customer Offer,5900,Compact Car,1971,Manual,18,70000,Gasoline,No,High
Private,Customer Offer,5000,Station Wagon,2007,Manual,120,5000,Diesel,No,Medium
Private,Customer Offer,9950,Compact Car,2008,Automatic,177,150000,Diesel,No,Medium
Private,Customer Offer,8599,Convertible,2006,Manual,200,125000,Gasoline,No,Medium
Private,Customer Offer,18199,Limousine,2011,Manual,211,60000,Gasoline,No,Low
Private,Customer Offer,6800,Compact Car,2006,Manual,75,40000,Gasoline,No,Medium
Private,Customer Offer,19990,Station Wagon,2014,Manual,110,20000,Diesel,No,Low
Private,Customer Offer,500,Limousine,1996,Manual,150,150000,Gasoline,Yes,High
Private,Customer Offer,4000,Limousine,2005,Manual,102,150000,Gasoline,No,Medium
Private,Customer Offer,800,Coupe,1998,Manual,105,150000,Gasoline,No,High
Private,Customer Offer,28950,Coupe,2011,Automatic,265,150000,Diesel,No,Low
Private,Customer Offer,7990,Convertible,1978,Manual,34,50000,Gasoline,No,High
Private,Customer Offer,5990,Station Wagon,2008,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,950,Compact Car,1998,Manual,82,150000,Gasoline,Unknown,High
Private,Customer Offer,45990,Coupe,2014,Automatic,245,20000,Diesel,No,Low
Private,Customer Offer,1300,Station Wagon,2003,Manual,101,150000,Gasoline,No,Medium
Private,Customer Offer,3250,Convertible,2004,Manual,73,150000,Gasoline,No,Medium
Private,Customer Offer,888,Coupe,1996,Manual,106,150000,Gasoline,No,High
Private,Customer Offer,7500,Compact Car,2012,Automatic,71,40000,Gasoline,No,Low
Private,Customer Offer,1950,Bus,2000,Manual,107,100000,Gasoline,No,High
Private,Customer Offer,9800,Compact Car,2014,Manual,80,30000,Gasoline,No,Low
Private,Customer Offer,4200,Compact Car,2008,Manual,75,150000,Diesel,No,Medium
Private,Customer Offer,7190,Station Wagon,2007,Manual,143,150000,Diesel,No,Medium
Private,Customer Offer,4250,Unknown,2016,Manual,110,150000,Unknown,No,Low
Private,Customer Offer,1500,Station Wagon,2003,Automatic,163,150000,Diesel,Yes,Medium
Private,Customer Offer,600,Limousine,2004,Manual,140,150000,Gasoline,Yes,Medium
Private,Customer Offer,3190,Station Wagon,2006,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,9500,Convertible,2007,Manual,140,150000,Diesel,Unknown,Medium
Private,Customer Offer,16990,Station Wagon,2010,Automatic,143,80000,Diesel,No,Medium
Private,Customer Offer,950,Convertible,1999,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,5990,Station Wagon,2004,Manual,150,150000,Diesel,No,Medium
Private,Customer Offer,9900,Station Wagon,2006,Automatic,170,150000,Diesel,No,Medium
Private,Customer Offer,3400,Limousine,2004,Manual,105,150000,Gasoline,No,Medium
Private,Customer Offer,2200,Unknown,2017,Unknown,75,150000,Gasoline,Unknown,Low
Private,Customer Offer,14898,Convertible,2007,Manual,200,80000,Gasoline,No,Medium
Private,Customer Offer,4250,Compact Car,2009,Manual,95,100000,Gasoline,No,Medium
Private,Customer Offer,1399,Limousine,1993,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,1999,Coupe,1997,Manual,102,150000,Gasoline,No,High
Private,Customer Offer,2000,Bus,2005,Manual,139,100000,Gasoline,Yes,Medium
Private,Customer Offer,26850,Limousine,2007,Automatic,450,70000,Gasoline,No,Medium
Private,Customer Offer,4900,Limousine,2007,Manual,105,125000,Gasoline,No,Medium
Private,Customer Offer,1500,Compact Car,2000,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,25890,Coupe,2001,Manual,343,80000,Gasoline,No,Medium
Private,Customer Offer,7300,SUV,2001,Automatic,163,150000,Diesel,No,Medium
Private,Customer Offer,1150,Limousine,1999,Manual,125,150000,Gasoline,Unknown,High
Private,Customer Offer,1250,Bus,1999,Manual,140,150000,Gasoline,Yes,High
Private,Customer Offer,500,Unknown,2000,Manual,90,150000,Unknown,No,High
Private,Customer Offer,26900,SUV,2012,Automatic,170,50000,Diesel,No,Low
Private,Customer Offer,4399,Limousine,2004,Automatic,82,80000,Gasoline,No,Medium
Private,Customer Offer,1349,Station Wagon,2001,Manual,140,150000,Diesel,Unknown,Medium
Private,Customer Offer,1650,Compact Car,1997,Automatic,125,150000,Gasoline,No,High
Private,Customer Offer,2950,Limousine,2005,Manual,80,100000,Gasoline,No,Medium
Private,Customer Offer,9750,Station Wagon,2007,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,15550,SUV,2014,Automatic,105,30000,Gasoline,No,Low
Private,Customer Offer,2600,Limousine,2002,Unknown,150,150000,Diesel,No,Medium
Private,Customer Offer,1750,Convertible,1996,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,500,Limousine,1996,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,1299,Bus,2002,Manual,102,150000,Diesel,No,Medium
Private,Customer Offer,700,Station Wagon,2002,Automatic,135,150000,Diesel,Yes,Medium
Private,Customer Offer,590,Compact Car,1999,Unknown,54,150000,Gasoline,No,High
Private,Customer Offer,850,Compact Car,2002,Manual,45,150000,Gasoline,Unknown,Medium
Private,Customer Offer,1950,Compact Car,2002,Unknown,60,125000,Gasoline,No,Medium
Private,Customer Offer,5500,Convertible,2006,Manual,109,150000,Gasoline,No,Medium
Private,Customer Offer,11900,Convertible,1972,Manual,131,125000,Gasoline,No,High
Private,Customer Offer,900,Limousine,1998,Manual,101,150000,Gasoline,Unknown,High
Private,Customer Offer,35000,Limousine,1950,Manual,77,100000,Gasoline,No,High
Private,Customer Offer,5750,Station Wagon,2000,Automatic,140,150000,Gasoline,No,High
Private,Customer Offer,3500,Limousine,2002,Manual,116,125000,Gasoline,No,Medium
Private,Customer Offer,4980,Limousine,2004,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,1950,Station Wagon,1997,Automatic,160,150000,Gasoline,No,High
Private,Customer Offer,12000,Convertible,2010,Manual,131,80000,Gasoline,No,Medium
Private,Customer Offer,3165,Limousine,2004,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,9450,Compact Car,2014,Manual,69,20000,Gasoline,No,Low
Private,Customer Offer,1000,Limousine,1996,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,3000,Bus,2004,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,9200,Compact Car,2014,Manual,75,20000,Gasoline,No,Low
Private,Customer Offer,1700,Station Wagon,2003,Manual,75,90000,Gasoline,No,Medium
Private,Customer Offer,10500,Station Wagon,2008,Manual,145,50000,Gasoline,No,Medium
Private,Customer Offer,9900,Limousine,2008,Manual,177,150000,Diesel,No,Medium
Private,Customer Offer,3950,Compact Car,2005,Manual,75,150000,Diesel,No,Medium
Private,Customer Offer,6500,Limousine,1995,Manual,140,150000,Gasoline,No,High
Private,Customer Offer,1350,Compact Car,2001,Manual,58,100000,Gasoline,No,Medium
Private,Customer Offer,4150,Compact Car,2009,Manual,68,5000,Gasoline,No,Medium
Private,Customer Offer,5499,Coupe,2001,Unknown,192,150000,Gasoline,No,Medium
Private,Customer Offer,4800,Limousine,2007,Manual,80,150000,Gasoline,No,Medium
Private,Customer Offer,9999,Station Wagon,2011,Manual,125,125000,Diesel,No,Low
Private,Customer Offer,7200,Compact Car,2010,Manual,86,50000,Gasoline,No,Medium
Private,Customer Offer,800,Compact Car,1990,Manual,75,5000,Gasoline,Yes,High
Private,Customer Offer,950,Limousine,1997,Manual,45,90000,Gasoline,No,High
Private,Customer Offer,9049,Limousine,2009,Manual,177,150000,Diesel,No,Medium
Private,Customer Offer,9900,Convertible,2008,Manual,126,60000,Gasoline,No,Medium
Private,Customer Offer,15999,Limousine,2011,Manual,271,90000,Gasoline,No,Low
Private,Customer Offer,3900,Limousine,2000,Automatic,143,150000,Diesel,No,High
Private,Customer Offer,8300,Convertible,2005,Manual,143,125000,Gasoline,No,Medium
Private,Customer Offer,8200,Limousine,2010,Manual,105,100000,Diesel,No,Medium
Private,Customer Offer,13499,Compact Car,2012,Manual,122,50000,Gasoline,No,Low
Private,Customer Offer,7150,SUV,2011,Manual,131,150000,Diesel,Yes,Low
Private,Customer Offer,600,Other,1985,Manual,34,150000,Gasoline,Yes,High
Private,Customer Offer,5300,Limousine,2002,Manual,220,150000,Gasoline,No,Medium
Private,Customer Offer,9300,Bus,2009,Manual,146,150000,Diesel,No,Medium
Private,Customer Offer,999,Limousine,1997,Manual,75,150000,Gasoline,Unknown,High
Private,Customer Offer,3699,Bus,2003,Manual,116,150000,Gasoline,Unknown,Medium
Private,Customer Offer,1900,Compact Car,2001,Automatic,75,150000,Gasoline,Unknown,Medium
Private,Customer Offer,8900,Bus,2007,Manual,131,150000,Diesel,No,Medium
Private,Customer Offer,3900,Limousine,2007,Manual,75,80000,Gasoline,No,Medium
Private,Customer Offer,8400,Limousine,2010,Manual,105,125000,Diesel,No,Medium
Private,Customer Offer,16000,SUV,2007,Automatic,272,150000,Gasoline,No,Medium
Private,Customer Offer,1800,Station Wagon,1995,Manual,90,150000,Diesel,No,High
Private,Customer Offer,580,Compact Car,1997,Manual,45,150000,Gasoline,No,High
Private,Customer Offer,2799,Bus,2003,Manual,140,150000,Gasoline,No,Medium
Private,Customer Offer,3500,Unknown,2017,Manual,68,150000,Unknown,Unknown,Low
Private,Customer Offer,3200,Bus,1995,Manual,110,150000,Diesel,No,High
Private,Customer Offer,32000,Bus,2011,Manual,179,80000,Diesel,No,Low
Private,Customer Offer,4900,Limousine,2008,Manual,140,150000,Gasoline,No,Medium
Private,Customer Offer,949,Compact Car,2001,Unknown,75,150000,Unknown,Unknown,Medium
Private,Customer Offer,2700,Bus,2002,Manual,110,150000,Diesel,No,Medium
Private,Customer Offer,24900,Limousine,2012,Automatic,136,60000,Diesel,Unknown,Low
Private,Customer Offer,600,Compact Car,1996,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,500,Compact Car,1996,Manual,60,150000,Gasoline,Unknown,High
Private,Customer Offer,12900,Limousine,2008,Automatic,249,150000,Gasoline,No,Medium
Private,Customer Offer,3700,Station Wagon,2005,Manual,140,150000,Diesel,Yes,Medium
Private,Customer Offer,4444,Compact Car,2006,Manual,64,90000,Gasoline,No,Medium
Private,Customer Offer,2000,Bus,1995,Manual,102,150000,Diesel,No,High
Private,Customer Offer,600,Compact Car,1995,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,4750,Bus,2005,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,2750,Limousine,1998,Automatic,75,80000,Gasoline,No,High
Private,Customer Offer,1000,Limousine,1997,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,550,Station Wagon,1997,Manual,115,150000,Gasoline,No,High
Private,Customer Offer,999,Limousine,2002,Automatic,95,150000,Diesel,Yes,Medium
Private,Customer Offer,1250,Limousine,1991,Manual,109,150000,Gasoline,No,High
Private,Customer Offer,1300,Limousine,1999,Manual,82,150000,Gasoline,No,High
Private,Customer Offer,4650,Compact Car,2009,Manual,95,80000,Gasoline,No,Medium
Private,Customer Offer,8000,Station Wagon,2009,Unknown,177,125000,Diesel,No,Medium
Private,Customer Offer,1149,Compact Car,1999,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,1900,Compact Car,2002,Manual,75,150000,Diesel,No,Medium
Private,Customer Offer,2999,Station Wagon,2003,Manual,120,150000,Diesel,No,Medium
Private,Customer Offer,14000,Station Wagon,2011,Manual,170,125000,Diesel,No,Low
Private,Customer Offer,8700,Station Wagon,2005,Manual,177,150000,Diesel,No,Medium
Private,Customer Offer,6500,Bus,2011,Manual,75,90000,Diesel,No,Low
Private,Customer Offer,1600,Limousine,2000,Automatic,101,150000,Gasoline,Yes,High
Private,Customer Offer,3500,Bus,2005,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,2350,Compact Car,2005,Manual,60,100000,Gasoline,No,Medium
Private,Customer Offer,1499,Limousine,1998,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,1990,Bus,2005,Manual,94,150000,Diesel,No,Medium
Private,Customer Offer,24999,Limousine,2014,Automatic,184,70000,Diesel,No,Low
Private,Customer Offer,2500,Compact Car,2005,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,4300,Limousine,2006,Manual,105,150000,Gasoline,Unknown,Medium
Private,Customer Offer,6875,Station Wagon,2006,Automatic,230,150000,Gasoline,No,Medium
Private,Customer Offer,550,Compact Car,1996,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,500,Limousine,1994,Automatic,75,150000,Gasoline,No,High
Private,Customer Offer,3500,Limousine,2003,Automatic,163,125000,Diesel,Yes,Medium
Private,Customer Offer,10599,Limousine,2009,Manual,160,90000,Gasoline,No,Medium
Private,Customer Offer,5200,Limousine,2003,Automatic,224,150000,Unknown,Unknown,Medium
Private,Customer Offer,5250,Limousine,1984,Manual,34,50000,Gasoline,Unknown,High
Private,Customer Offer,750,Compact Car,2001,Manual,60,150000,Gasoline,No,Medium
Private,Customer Offer,2500,Limousine,2001,Automatic,170,150000,Gasoline,No,Medium
Private,Customer Offer,10500,SUV,2003,Manual,163,150000,Diesel,No,Medium
Private,Customer Offer,850,Other,2000,Manual,63,100000,Gasoline,Unknown,High
Private,Customer Offer,31000,Bus,2013,Automatic,179,50000,Diesel,No,Low
Private,Customer Offer,15900,SUV,2012,Automatic,163,100000,Diesel,No,Low
Private,Customer Offer,7750,Unknown,2018,Manual,109,150000,Diesel,Unknown,Low
Private,Customer Offer,9500,Compact Car,2011,Manual,86,50000,Gasoline,No,Low
Private,Customer Offer,5100,Station Wagon,2003,Automatic,230,150000,LPG,No,Medium
Private,Customer Offer,7790,Convertible,2007,Manual,126,90000,Gasoline,No,Medium
Private,Customer Offer,3700,Convertible,2005,Manual,135,90000,Gasoline,Yes,Medium
Private,Customer Offer,900,Limousine,1999,Manual,107,150000,Gasoline,No,High
Private,Customer Offer,6490,Station Wagon,2008,Manual,116,100000,Gasoline,No,Medium
